OMRÅDE;CIVILSTAND;TID;ALDER;INDHOLD
101;G;2010K1;24;619
101;G;2010K1;25;838
101;G;2010K1;26;1162
101;G;2010K1;27;1656
101;G;2010K1;28;2100
101;G;2010K1;29;2656
101;G;2010K1;30;3024
101;G;2010K1;31;3541
101;G;2010K1;32;3685
101;G;2010K1;33;3757
101;G;2010K1;34;4100
101;G;2010K1;35;4116
101;G;2010K1;36;3907
101;G;2010K1;37;3906
101;G;2010K1;38;3591
101;G;2010K1;39;3450
101;G;2010K1;40;3244
101;G;2010K1;41;3212
101;G;2010K1;42;3216
101;G;2010K1;43;3262
101;G;2010K1;44;3201
101;G;2010K1;45;3176
101;G;2010K1;46;2865
101;G;2010K1;47;2677
101;G;2010K1;48;2618
101;G;2010K1;49;2634
101;G;2010K1;50;2471
101;G;2010K1;51;2435
101;G;2010K1;52;2447
101;G;2010K1;53;2529
101;G;2010K1;54;2443
101;G;2010K1;55;2396
101;G;2010K1;56;2451
101;G;2010K1;57;2311
101;G;2010K1;58;2284
101;G;2010K1;59;2363
101;G;2010K1;60;2232
101;G;2010K1;61;2363
101;G;2010K1;62;2505
101;G;2010K1;63;2447
101;G;2010K1;64;2277
101;G;2010K1;65;2065
101;G;2010K1;66;1910
101;G;2010K1;67;1731
101;G;2010K1;68;1416
101;G;2010K1;69;1328
101;G;2010K1;70;1262
101;G;2010K1;71;1112
101;G;2010K1;72;920
101;G;2010K1;73;885
101;G;2010K1;74;884
101;G;2010K1;75;735
101;G;2010K1;76;668
101;G;2010K1;77;643
101;G;2010K1;78;584
101;G;2010K1;79;544
101;G;2010K1;80;496
101;G;2010K1;81;455
101;G;2010K1;82;394
101;G;2010K1;83;345
101;G;2010K1;84;310
101;G;2010K1;85;302
101;G;2010K1;86;240
101;G;2010K1;87;214
101;G;2010K1;88;169
101;G;2010K1;89;133
101;G;2010K1;90;87
101;G;2010K1;91;72
101;G;2010K1;92;52
101;G;2010K1;93;31
101;G;2010K1;94;21
101;G;2010K1;95;19
101;G;2010K1;96;13
101;G;2010K1;97;11
101;G;2010K1;98;5
101;G;2010K1;99;1
101;G;2010K1;100;0
101;G;2010K1;101;1
101;G;2010K1;102;0
101;G;2010K1;103;0
101;G;2010K1;104;0
101;G;2010K1;105;0
101;G;2010K1;106;0
101;G;2010K1;107;0
101;G;2010K1;108;0
101;G;2010K1;109;0
101;G;2010K1;110;0
101;G;2010K1;111;0
101;G;2010K1;112;0
101;G;2010K1;113;0
101;G;2010K1;114;0
101;G;2010K1;115;0
101;G;2010K1;116;0
101;G;2010K1;117;0
101;G;2010K1;118;0
101;G;2010K1;119;0
101;G;2010K1;120;0
101;G;2010K1;121;0
101;G;2010K1;122;0
101;G;2010K1;123;0
101;G;2010K1;124;0
101;G;2010K1;125;0
101;G;2010K2;IALT;132864
101;G;2010K2;0;0
101;G;2010K2;1;0
101;G;2010K2;2;0
101;G;2010K2;3;0
101;G;2010K2;4;0
101;G;2010K2;5;0
101;G;2010K2;6;0
101;G;2010K2;7;0
101;G;2010K2;8;0
101;G;2010K2;9;0
101;G;2010K2;10;0
101;G;2010K2;11;0
101;G;2010K2;12;0
101;G;2010K2;13;0
101;G;2010K2;14;0
101;G;2010K2;15;0
101;G;2010K2;16;0
101;G;2010K2;17;0
101;G;2010K2;18;13
101;G;2010K2;19;38
101;G;2010K2;20;69
101;G;2010K2;21;179
101;G;2010K2;22;282
101;G;2010K2;23;387
101;G;2010K2;24;607
101;G;2010K2;25;813
101;G;2010K2;26;1163
101;G;2010K2;27;1544
101;G;2010K2;28;2049
101;G;2010K2;29;2565
101;G;2010K2;30;2996
101;G;2010K2;31;3449
101;G;2010K2;32;3630
101;G;2010K2;33;3718
101;G;2010K2;34;3966
101;G;2010K2;35;4121
101;G;2010K2;36;3953
101;G;2010K2;37;3935
101;G;2010K2;38;3682
101;G;2010K2;39;3436
101;G;2010K2;40;3218
101;G;2010K2;41;3203
101;G;2010K2;42;3224
101;G;2010K2;43;3267
101;G;2010K2;44;3208
101;G;2010K2;45;3108
101;G;2010K2;46;3001
101;G;2010K2;47;2692
101;G;2010K2;48;2687
101;G;2010K2;49;2636
101;G;2010K2;50;2423
101;G;2010K2;51;2514
101;G;2010K2;52;2428
101;G;2010K2;53;2450
101;G;2010K2;54;2478
101;G;2010K2;55;2366
101;G;2010K2;56;2453
101;G;2010K2;57;2315
101;G;2010K2;58;2268
101;G;2010K2;59;2330
101;G;2010K2;60;2275
101;G;2010K2;61;2287
101;G;2010K2;62;2473
101;G;2010K2;63;2462
101;G;2010K2;64;2278
101;G;2010K2;65;2107
101;G;2010K2;66;1985
101;G;2010K2;67;1779
101;G;2010K2;68;1440
101;G;2010K2;69;1333
101;G;2010K2;70;1271
101;G;2010K2;71;1115
101;G;2010K2;72;942
101;G;2010K2;73;892
101;G;2010K2;74;867
101;G;2010K2;75;741
101;G;2010K2;76;696
101;G;2010K2;77;627
101;G;2010K2;78;582
101;G;2010K2;79;532
101;G;2010K2;80;492
101;G;2010K2;81;435
101;G;2010K2;82;405
101;G;2010K2;83;326
101;G;2010K2;84;314
101;G;2010K2;85;295
101;G;2010K2;86;223
101;G;2010K2;87;200
101;G;2010K2;88;172
101;G;2010K2;89;139
101;G;2010K2;90;90
101;G;2010K2;91;74
101;G;2010K2;92;59
101;G;2010K2;93;25
101;G;2010K2;94;21
101;G;2010K2;95;16
101;G;2010K2;96;12
101;G;2010K2;97;10
101;G;2010K2;98;6
101;G;2010K2;99;0
101;G;2010K2;100;1
101;G;2010K2;101;1
101;G;2010K2;102;0
101;G;2010K2;103;0
101;G;2010K2;104;0
101;G;2010K2;105;0
101;G;2010K2;106;0
101;G;2010K2;107;0
101;G;2010K2;108;0
101;G;2010K2;109;0
101;G;2010K2;110;0
101;G;2010K2;111;0
101;G;2010K2;112;0
101;G;2010K2;113;0
101;G;2010K2;114;0
101;G;2010K2;115;0
101;G;2010K2;116;0
101;G;2010K2;117;0
101;G;2010K2;118;0
101;G;2010K2;119;0
101;G;2010K2;120;0
101;G;2010K2;121;0
101;G;2010K2;122;0
101;G;2010K2;123;0
101;G;2010K2;124;0
101;G;2010K2;125;0
101;G;2010K3;IALT;133650
101;G;2010K3;0;0
101;G;2010K3;1;0
101;G;2010K3;2;0
101;G;2010K3;3;0
101;G;2010K3;4;0
101;G;2010K3;5;0
101;G;2010K3;6;0
101;G;2010K3;7;0
101;G;2010K3;8;0
101;G;2010K3;9;0
101;G;2010K3;10;0
101;G;2010K3;11;0
101;G;2010K3;12;0
101;G;2010K3;13;0
101;G;2010K3;14;0
101;G;2010K3;15;0
101;G;2010K3;16;0
101;G;2010K3;17;0
101;G;2010K3;18;11
101;G;2010K3;19;43
101;G;2010K3;20;71
101;G;2010K3;21;177
101;G;2010K3;22;283
101;G;2010K3;23;416
101;G;2010K3;24;596
101;G;2010K3;25;819
101;G;2010K3;26;1209
101;G;2010K3;27;1539
101;G;2010K3;28;2055
101;G;2010K3;29;2598
101;G;2010K3;30;2975
101;G;2010K3;31;3408
101;G;2010K3;32;3727
101;G;2010K3;33;3703
101;G;2010K3;34;3997
101;G;2010K3;35;4103
101;G;2010K3;36;4029
101;G;2010K3;37;3879
101;G;2010K3;38;3823
101;G;2010K3;39;3491
101;G;2010K3;40;3330
101;G;2010K3;41;3164
101;G;2010K3;42;3247
101;G;2010K3;43;3241
101;G;2010K3;44;3235
101;G;2010K3;45;3143
101;G;2010K3;46;3037
101;G;2010K3;47;2762
101;G;2010K3;48;2713
101;G;2010K3;49;2628
101;G;2010K3;50;2460
101;G;2010K3;51;2543
101;G;2010K3;52;2449
101;G;2010K3;53;2458
101;G;2010K3;54;2435
101;G;2010K3;55;2430
101;G;2010K3;56;2363
101;G;2010K3;57;2398
101;G;2010K3;58;2249
101;G;2010K3;59;2320
101;G;2010K3;60;2317
101;G;2010K3;61;2272
101;G;2010K3;62;2382
101;G;2010K3;63;2473
101;G;2010K3;64;2294
101;G;2010K3;65;2170
101;G;2010K3;66;1968
101;G;2010K3;67;1827
101;G;2010K3;68;1531
101;G;2010K3;69;1314
101;G;2010K3;70;1262
101;G;2010K3;71;1144
101;G;2010K3;72;981
101;G;2010K3;73;877
101;G;2010K3;74;863
101;G;2010K3;75;757
101;G;2010K3;76;682
101;G;2010K3;77;641
101;G;2010K3;78;553
101;G;2010K3;79;525
101;G;2010K3;80;493
101;G;2010K3;81;416
101;G;2010K3;82;374
101;G;2010K3;83;343
101;G;2010K3;84;310
101;G;2010K3;85;267
101;G;2010K3;86;238
101;G;2010K3;87;199
101;G;2010K3;88;176
101;G;2010K3;89;126
101;G;2010K3;90;97
101;G;2010K3;91;69
101;G;2010K3;92;59
101;G;2010K3;93;33
101;G;2010K3;94;16
101;G;2010K3;95;14
101;G;2010K3;96;13
101;G;2010K3;97;10
101;G;2010K3;98;6
101;G;2010K3;99;0
101;G;2010K3;100;1
101;G;2010K3;101;0
101;G;2010K3;102;0
101;G;2010K3;103;0
101;G;2010K3;104;0
101;G;2010K3;105;0
101;G;2010K3;106;0
101;G;2010K3;107;0
101;G;2010K3;108;0
101;G;2010K3;109;0
101;G;2010K3;110;0
101;G;2010K3;111;0
101;G;2010K3;112;0
101;G;2010K3;113;0
101;G;2010K3;114;0
101;G;2010K3;115;0
101;G;2010K3;116;0
101;G;2010K3;117;0
101;G;2010K3;118;0
101;G;2010K3;119;0
101;G;2010K3;120;0
101;G;2010K3;121;0
101;G;2010K3;122;0
101;G;2010K3;123;0
101;G;2010K3;124;0
101;G;2010K3;125;0
101;G;2010K4;IALT;135341
101;G;2010K4;0;0
101;G;2010K4;1;0
101;G;2010K4;2;0
101;G;2010K4;3;0
101;G;2010K4;4;0
101;G;2010K4;5;0
101;G;2010K4;6;0
101;G;2010K4;7;0
101;G;2010K4;8;0
101;G;2010K4;9;0
101;G;2010K4;10;0
101;G;2010K4;11;0
101;G;2010K4;12;0
101;G;2010K4;13;0
101;G;2010K4;14;0
101;G;2010K4;15;0
101;G;2010K4;16;0
101;G;2010K4;17;0
101;G;2010K4;18;10
101;G;2010K4;19;42
101;G;2010K4;20;69
101;G;2010K4;21;180
101;G;2010K4;22;322
101;G;2010K4;23;456
101;G;2010K4;24;625
101;G;2010K4;25;905
101;G;2010K4;26;1239
101;G;2010K4;27;1613
101;G;2010K4;28;2121
101;G;2010K4;29;2635
101;G;2010K4;30;3152
101;G;2010K4;31;3464
101;G;2010K4;32;3828
101;G;2010K4;33;3785
101;G;2010K4;34;4027
101;G;2010K4;35;4144
101;G;2010K4;36;4135
101;G;2010K4;37;3907
101;G;2010K4;38;3942
101;G;2010K4;39;3550
101;G;2010K4;40;3423
101;G;2010K4;41;3191
101;G;2010K4;42;3234
101;G;2010K4;43;3210
101;G;2010K4;44;3256
101;G;2010K4;45;3168
101;G;2010K4;46;3084
101;G;2010K4;47;2815
101;G;2010K4;48;2664
101;G;2010K4;49;2690
101;G;2010K4;50;2538
101;G;2010K4;51;2549
101;G;2010K4;52;2470
101;G;2010K4;53;2423
101;G;2010K4;54;2449
101;G;2010K4;55;2459
101;G;2010K4;56;2380
101;G;2010K4;57;2433
101;G;2010K4;58;2245
101;G;2010K4;59;2261
101;G;2010K4;60;2370
101;G;2010K4;61;2196
101;G;2010K4;62;2365
101;G;2010K4;63;2449
101;G;2010K4;64;2320
101;G;2010K4;65;2191
101;G;2010K4;66;1988
101;G;2010K4;67;1851
101;G;2010K4;68;1597
101;G;2010K4;69;1336
101;G;2010K4;70;1267
101;G;2010K4;71;1191
101;G;2010K4;72;1017
101;G;2010K4;73;847
101;G;2010K4;74;834
101;G;2010K4;75;803
101;G;2010K4;76;689
101;G;2010K4;77;615
101;G;2010K4;78;553
101;G;2010K4;79;537
101;G;2010K4;80;479
101;G;2010K4;81;404
101;G;2010K4;82;398
101;G;2010K4;83;355
101;G;2010K4;84;274
101;G;2010K4;85;271
101;G;2010K4;86;254
101;G;2010K4;87;179
101;G;2010K4;88;169
101;G;2010K4;89;128
101;G;2010K4;90;108
101;G;2010K4;91;66
101;G;2010K4;92;60
101;G;2010K4;93;31
101;G;2010K4;94;18
101;G;2010K4;95;7
101;G;2010K4;96;17
101;G;2010K4;97;9
101;G;2010K4;98;3
101;G;2010K4;99;2
101;G;2010K4;100;0
101;G;2010K4;101;0
101;G;2010K4;102;0
101;G;2010K4;103;0
101;G;2010K4;104;0
101;G;2010K4;105;0
101;G;2010K4;106;0
101;G;2010K4;107;0
101;G;2010K4;108;0
101;G;2010K4;109;0
101;G;2010K4;110;0
101;G;2010K4;111;0
101;G;2010K4;112;0
101;G;2010K4;113;0
101;G;2010K4;114;0
101;G;2010K4;115;0
101;G;2010K4;116;0
101;G;2010K4;117;0
101;G;2010K4;118;0
101;G;2010K4;119;0
101;G;2010K4;120;0
101;G;2010K4;121;0
101;G;2010K4;122;0
101;G;2010K4;123;0
101;G;2010K4;124;0
101;G;2010K4;125;0
101;G;2011K1;IALT;135422
101;G;2011K1;0;0
101;G;2011K1;1;0
101;G;2011K1;2;0
101;G;2011K1;3;0
101;G;2011K1;4;0
101;G;2011K1;5;0
101;G;2011K1;6;0
101;G;2011K1;7;0
101;G;2011K1;8;0
101;G;2011K1;9;0
101;G;2011K1;10;0
101;G;2011K1;11;0
101;G;2011K1;12;0
101;G;2011K1;13;0
101;G;2011K1;14;0
101;G;2011K1;15;0
101;G;2011K1;16;0
101;G;2011K1;17;0
101;G;2011K1;18;12
101;G;2011K1;19;30
101;G;2011K1;20;72
101;G;2011K1;21;156
101;G;2011K1;22;325
101;G;2011K1;23;448
101;G;2011K1;24;595
101;G;2011K1;25;918
101;G;2011K1;26;1232
101;G;2011K1;27;1550
101;G;2011K1;28;2085
101;G;2011K1;29;2573
101;G;2011K1;30;3130
101;G;2011K1;31;3431
101;G;2011K1;32;3851
101;G;2011K1;33;3832
101;G;2011K1;34;3934
101;G;2011K1;35;4166
101;G;2011K1;36;4135
101;G;2011K1;37;3944
101;G;2011K1;38;3922
101;G;2011K1;39;3621
101;G;2011K1;40;3456
101;G;2011K1;41;3235
101;G;2011K1;42;3229
101;G;2011K1;43;3190
101;G;2011K1;44;3304
101;G;2011K1;45;3171
101;G;2011K1;46;3152
101;G;2011K1;47;2851
101;G;2011K1;48;2681
101;G;2011K1;49;2633
101;G;2011K1;50;2665
101;G;2011K1;51;2480
101;G;2011K1;52;2461
101;G;2011K1;53;2465
101;G;2011K1;54;2490
101;G;2011K1;55;2402
101;G;2011K1;56;2356
101;G;2011K1;57;2437
101;G;2011K1;58;2298
101;G;2011K1;59;2256
101;G;2011K1;60;2334
101;G;2011K1;61;2194
101;G;2011K1;62;2306
101;G;2011K1;63;2433
101;G;2011K1;64;2367
101;G;2011K1;65;2192
101;G;2011K1;66;1982
101;G;2011K1;67;1855
101;G;2011K1;68;1668
101;G;2011K1;69;1359
101;G;2011K1;70;1268
101;G;2011K1;71;1208
101;G;2011K1;72;1046
101;G;2011K1;73;838
101;G;2011K1;74;825
101;G;2011K1;75;816
101;G;2011K1;76;675
101;G;2011K1;77;621
101;G;2011K1;78;561
101;G;2011K1;79;517
101;G;2011K1;80;468
101;G;2011K1;81;421
101;G;2011K1;82;398
101;G;2011K1;83;343
101;G;2011K1;84;266
101;G;2011K1;85;250
101;G;2011K1;86;253
101;G;2011K1;87;179
101;G;2011K1;88;165
101;G;2011K1;89;123
101;G;2011K1;90;101
101;G;2011K1;91;67
101;G;2011K1;92;56
101;G;2011K1;93;36
101;G;2011K1;94;17
101;G;2011K1;95;11
101;G;2011K1;96;11
101;G;2011K1;97;10
101;G;2011K1;98;5
101;G;2011K1;99;3
101;G;2011K1;100;0
101;G;2011K1;101;0
101;G;2011K1;102;0
101;G;2011K1;103;0
101;G;2011K1;104;0
101;G;2011K1;105;0
101;G;2011K1;106;0
101;G;2011K1;107;0
101;G;2011K1;108;0
101;G;2011K1;109;0
101;G;2011K1;110;0
101;G;2011K1;111;0
101;G;2011K1;112;0
101;G;2011K1;113;0
101;G;2011K1;114;0
101;G;2011K1;115;0
101;G;2011K1;116;0
101;G;2011K1;117;0
101;G;2011K1;118;0
101;G;2011K1;119;0
101;G;2011K1;120;0
101;G;2011K1;121;0
101;G;2011K1;122;0
101;G;2011K1;123;0
101;G;2011K1;124;0
101;G;2011K1;125;0
101;G;2011K2;IALT;135002
101;G;2011K2;0;0
101;G;2011K2;1;0
101;G;2011K2;2;0
101;G;2011K2;3;0
101;G;2011K2;4;0
101;G;2011K2;5;0
101;G;2011K2;6;0
101;G;2011K2;7;0
101;G;2011K2;8;0
101;G;2011K2;9;0
101;G;2011K2;10;0
101;G;2011K2;11;0
101;G;2011K2;12;0
101;G;2011K2;13;0
101;G;2011K2;14;0
101;G;2011K2;15;0
101;G;2011K2;16;0
101;G;2011K2;17;0
101;G;2011K2;18;3
101;G;2011K2;19;33
101;G;2011K2;20;69
101;G;2011K2;21;155
101;G;2011K2;22;297
101;G;2011K2;23;444
101;G;2011K2;24;595
101;G;2011K2;25;879
101;G;2011K2;26;1179
101;G;2011K2;27;1560
101;G;2011K2;28;1977
101;G;2011K2;29;2544
101;G;2011K2;30;3038
101;G;2011K2;31;3377
101;G;2011K2;32;3710
101;G;2011K2;33;3804
101;G;2011K2;34;3866
101;G;2011K2;35;4104
101;G;2011K2;36;4093
101;G;2011K2;37;3989
101;G;2011K2;38;3906
101;G;2011K2;39;3696
101;G;2011K2;40;3424
101;G;2011K2;41;3229
101;G;2011K2;42;3196
101;G;2011K2;43;3201
101;G;2011K2;44;3271
101;G;2011K2;45;3190
101;G;2011K2;46;3075
101;G;2011K2;47;2977
101;G;2011K2;48;2680
101;G;2011K2;49;2681
101;G;2011K2;50;2653
101;G;2011K2;51;2462
101;G;2011K2;52;2532
101;G;2011K2;53;2457
101;G;2011K2;54;2429
101;G;2011K2;55;2440
101;G;2011K2;56;2356
101;G;2011K2;57;2430
101;G;2011K2;58;2318
101;G;2011K2;59;2247
101;G;2011K2;60;2316
101;G;2011K2;61;2240
101;G;2011K2;62;2235
101;G;2011K2;63;2398
101;G;2011K2;64;2376
101;G;2011K2;65;2189
101;G;2011K2;66;2038
101;G;2011K2;67;1915
101;G;2011K2;68;1722
101;G;2011K2;69;1383
101;G;2011K2;70;1269
101;G;2011K2;71;1223
101;G;2011K2;72;1063
101;G;2011K2;73;866
101;G;2011K2;74;843
101;G;2011K2;75;802
101;G;2011K2;76;682
101;G;2011K2;77;635
101;G;2011K2;78;558
101;G;2011K2;79;502
101;G;2011K2;80;465
101;G;2011K2;81;428
101;G;2011K2;82;384
101;G;2011K2;83;348
101;G;2011K2;84;262
101;G;2011K2;85;255
101;G;2011K2;86;251
101;G;2011K2;87;179
101;G;2011K2;88;147
101;G;2011K2;89;134
101;G;2011K2;90;107
101;G;2011K2;91;66
101;G;2011K2;92;58
101;G;2011K2;93;40
101;G;2011K2;94;14
101;G;2011K2;95;15
101;G;2011K2;96;10
101;G;2011K2;97;9
101;G;2011K2;98;5
101;G;2011K2;99;4
101;G;2011K2;100;0
101;G;2011K2;101;0
101;G;2011K2;102;0
101;G;2011K2;103;0
101;G;2011K2;104;0
101;G;2011K2;105;0
101;G;2011K2;106;0
101;G;2011K2;107;0
101;G;2011K2;108;0
101;G;2011K2;109;0
101;G;2011K2;110;0
101;G;2011K2;111;0
101;G;2011K2;112;0
101;G;2011K2;113;0
101;G;2011K2;114;0
101;G;2011K2;115;0
101;G;2011K2;116;0
101;G;2011K2;117;0
101;G;2011K2;118;0
101;G;2011K2;119;0
101;G;2011K2;120;0
101;G;2011K2;121;0
101;G;2011K2;122;0
101;G;2011K2;123;0
101;G;2011K2;124;0
101;G;2011K2;125;0
101;G;2011K3;IALT;135713
101;G;2011K3;0;0
101;G;2011K3;1;0
101;G;2011K3;2;0
101;G;2011K3;3;0
101;G;2011K3;4;0
101;G;2011K3;5;0
101;G;2011K3;6;0
101;G;2011K3;7;0
101;G;2011K3;8;0
101;G;2011K3;9;0
101;G;2011K3;10;0
101;G;2011K3;11;0
101;G;2011K3;12;0
101;G;2011K3;13;0
101;G;2011K3;14;0
101;G;2011K3;15;0
101;G;2011K3;16;0
101;G;2011K3;17;0
101;G;2011K3;18;6
101;G;2011K3;19;33
101;G;2011K3;20;81
101;G;2011K3;21;139
101;G;2011K3;22;270
101;G;2011K3;23;421
101;G;2011K3;24;625
101;G;2011K3;25;886
101;G;2011K3;26;1193
101;G;2011K3;27;1617
101;G;2011K3;28;1939
101;G;2011K3;29;2519
101;G;2011K3;30;3038
101;G;2011K3;31;3373
101;G;2011K3;32;3734
101;G;2011K3;33;3896
101;G;2011K3;34;3862
101;G;2011K3;35;4138
101;G;2011K3;36;4146
101;G;2011K3;37;4020
101;G;2011K3;38;3871
101;G;2011K3;39;3792
101;G;2011K3;40;3485
101;G;2011K3;41;3332
101;G;2011K3;42;3149
101;G;2011K3;43;3233
101;G;2011K3;44;3204
101;G;2011K3;45;3261
101;G;2011K3;46;3092
101;G;2011K3;47;3016
101;G;2011K3;48;2751
101;G;2011K3;49;2709
101;G;2011K3;50;2632
101;G;2011K3;51;2498
101;G;2011K3;52;2543
101;G;2011K3;53;2459
101;G;2011K3;54;2453
101;G;2011K3;55;2387
101;G;2011K3;56;2401
101;G;2011K3;57;2330
101;G;2011K3;58;2385
101;G;2011K3;59;2230
101;G;2011K3;60;2300
101;G;2011K3;61;2265
101;G;2011K3;62;2218
101;G;2011K3;63;2314
101;G;2011K3;64;2374
101;G;2011K3;65;2219
101;G;2011K3;66;2081
101;G;2011K3;67;1905
101;G;2011K3;68;1775
101;G;2011K3;69;1467
101;G;2011K3;70;1256
101;G;2011K3;71;1211
101;G;2011K3;72;1100
101;G;2011K3;73;914
101;G;2011K3;74;816
101;G;2011K3;75;812
101;G;2011K3;76;692
101;G;2011K3;77;624
101;G;2011K3;78;578
101;G;2011K3;79;478
101;G;2011K3;80;472
101;G;2011K3;81;424
101;G;2011K3;82;370
101;G;2011K3;83;329
101;G;2011K3;84;285
101;G;2011K3;85;258
101;G;2011K3;86;223
101;G;2011K3;87;199
101;G;2011K3;88;149
101;G;2011K3;89;140
101;G;2011K3;90;93
101;G;2011K3;91;70
101;G;2011K3;92;52
101;G;2011K3;93;38
101;G;2011K3;94;23
101;G;2011K3;95;13
101;G;2011K3;96;7
101;G;2011K3;97;9
101;G;2011K3;98;7
101;G;2011K3;99;4
101;G;2011K3;100;0
101;G;2011K3;101;0
101;G;2011K3;102;0
101;G;2011K3;103;0
101;G;2011K3;104;0
101;G;2011K3;105;0
101;G;2011K3;106;0
101;G;2011K3;107;0
101;G;2011K3;108;0
101;G;2011K3;109;0
101;G;2011K3;110;0
101;G;2011K3;111;0
101;G;2011K3;112;0
101;G;2011K3;113;0
101;G;2011K3;114;0
101;G;2011K3;115;0
101;G;2011K3;116;0
101;G;2011K3;117;0
101;G;2011K3;118;0
101;G;2011K3;119;0
101;G;2011K3;120;0
101;G;2011K3;121;0
101;G;2011K3;122;0
101;G;2011K3;123;0
101;G;2011K3;124;0
101;G;2011K3;125;0
101;G;2011K4;IALT;136965
101;G;2011K4;0;0
101;G;2011K4;1;0
101;G;2011K4;2;0
101;G;2011K4;3;0
101;G;2011K4;4;0
101;G;2011K4;5;0
101;G;2011K4;6;0
101;G;2011K4;7;0
101;G;2011K4;8;0
101;G;2011K4;9;0
101;G;2011K4;10;0
101;G;2011K4;11;0
101;G;2011K4;12;0
101;G;2011K4;13;0
101;G;2011K4;14;0
101;G;2011K4;15;0
101;G;2011K4;16;0
101;G;2011K4;17;0
101;G;2011K4;18;6
101;G;2011K4;19;23
101;G;2011K4;20;88
101;G;2011K4;21;140
101;G;2011K4;22;265
101;G;2011K4;23;420
101;G;2011K4;24;642
101;G;2011K4;25;875
101;G;2011K4;26;1234
101;G;2011K4;27;1626
101;G;2011K4;28;2068
101;G;2011K4;29;2528
101;G;2011K4;30;3062
101;G;2011K4;31;3524
101;G;2011K4;32;3732
101;G;2011K4;33;4011
101;G;2011K4;34;3901
101;G;2011K4;35;4151
101;G;2011K4;36;4181
101;G;2011K4;37;4068
101;G;2011K4;38;3893
101;G;2011K4;39;3876
101;G;2011K4;40;3519
101;G;2011K4;41;3405
101;G;2011K4;42;3169
101;G;2011K4;43;3212
101;G;2011K4;44;3205
101;G;2011K4;45;3261
101;G;2011K4;46;3147
101;G;2011K4;47;3031
101;G;2011K4;48;2818
101;G;2011K4;49;2668
101;G;2011K4;50;2687
101;G;2011K4;51;2535
101;G;2011K4;52;2549
101;G;2011K4;53;2453
101;G;2011K4;54;2407
101;G;2011K4;55;2434
101;G;2011K4;56;2415
101;G;2011K4;57;2358
101;G;2011K4;58;2391
101;G;2011K4;59;2232
101;G;2011K4;60;2255
101;G;2011K4;61;2295
101;G;2011K4;62;2153
101;G;2011K4;63;2316
101;G;2011K4;64;2377
101;G;2011K4;65;2236
101;G;2011K4;66;2096
101;G;2011K4;67;1937
101;G;2011K4;68;1785
101;G;2011K4;69;1535
101;G;2011K4;70;1273
101;G;2011K4;71;1224
101;G;2011K4;72;1134
101;G;2011K4;73;949
101;G;2011K4;74;786
101;G;2011K4;75;783
101;G;2011K4;76;746
101;G;2011K4;77;642
101;G;2011K4;78;565
101;G;2011K4;79;486
101;G;2011K4;80;485
101;G;2011K4;81;425
101;G;2011K4;82;350
101;G;2011K4;83;343
101;G;2011K4;84;304
101;G;2011K4;85;231
101;G;2011K4;86;229
101;G;2011K4;87;220
101;G;2011K4;88;146
101;G;2011K4;89;137
101;G;2011K4;90;92
101;G;2011K4;91;74
101;G;2011K4;92;50
101;G;2011K4;93;38
101;G;2011K4;94;20
101;G;2011K4;95;15
101;G;2011K4;96;5
101;G;2011K4;97;10
101;G;2011K4;98;4
101;G;2011K4;99;3
101;G;2011K4;100;1
101;G;2011K4;101;0
101;G;2011K4;102;0
101;G;2011K4;103;0
101;G;2011K4;104;0
101;G;2011K4;105;0
101;G;2011K4;106;0
101;G;2011K4;107;0
101;G;2011K4;108;0
101;G;2011K4;109;0
101;G;2011K4;110;0
101;G;2011K4;111;0
101;G;2011K4;112;0
101;G;2011K4;113;0
101;G;2011K4;114;0
101;G;2011K4;115;0
101;G;2011K4;116;0
101;G;2011K4;117;0
101;G;2011K4;118;0
101;G;2011K4;119;0
101;G;2011K4;120;0
101;G;2011K4;121;0
101;G;2011K4;122;0
101;G;2011K4;123;0
101;G;2011K4;124;0
101;G;2011K4;125;0
101;G;2012K1;IALT;136827
101;G;2012K1;0;0
101;G;2012K1;1;0
101;G;2012K1;2;0
101;G;2012K1;3;0
101;G;2012K1;4;0
101;G;2012K1;5;0
101;G;2012K1;6;0
101;G;2012K1;7;0
101;G;2012K1;8;0
101;G;2012K1;9;0
101;G;2012K1;10;0
101;G;2012K1;11;0
101;G;2012K1;12;0
101;G;2012K1;13;0
101;G;2012K1;14;0
101;G;2012K1;15;0
101;G;2012K1;16;0
101;G;2012K1;17;0
101;G;2012K1;18;7
101;G;2012K1;19;22
101;G;2012K1;20;81
101;G;2012K1;21;129
101;G;2012K1;22;239
101;G;2012K1;23;420
101;G;2012K1;24;621
101;G;2012K1;25;831
101;G;2012K1;26;1213
101;G;2012K1;27;1606
101;G;2012K1;28;2011
101;G;2012K1;29;2516
101;G;2012K1;30;2980
101;G;2012K1;31;3484
101;G;2012K1;32;3676
101;G;2012K1;33;3999
101;G;2012K1;34;3945
101;G;2012K1;35;4033
101;G;2012K1;36;4234
101;G;2012K1;37;4093
101;G;2012K1;38;3904
101;G;2012K1;39;3824
101;G;2012K1;40;3603
101;G;2012K1;41;3383
101;G;2012K1;42;3194
101;G;2012K1;43;3209
101;G;2012K1;44;3165
101;G;2012K1;45;3274
101;G;2012K1;46;3164
101;G;2012K1;47;3091
101;G;2012K1;48;2856
101;G;2012K1;49;2669
